season,round,circuit_name,country,location,date,driver_code,driver_number,team,grid_position,position,points,status,laps_completed,air_temp,track_temp,rain_probability
2021,11,Hungarian Grand Prix,Hungary,Budapest,2021-08-01,18,18,Aston Martin,12.0,19.0,0.0,Collision,0.0,27.226701570680625,37.822513089005234,0.3036649214659686
2021,11,Hungarian Grand Prix,Hungary,Budapest,2021-08-01,5,5,Aston Martin,10.0,20.0,0.0,Disqualified,70.0,27.226701570680625,37.822513089005234,0.3036649214659686
2021,12,Belgian Grand Prix,Belgium,Spa-Francorchamps,2021-08-29,33,33,Red Bull Racing,1.0,1.0,12.5,Finished,1.0,13.012413793103448,15.258620689655173,0.8413793103448276
2021,12,Belgian Grand Prix,Belgium,Spa-Francorchamps,2021-08-29,63,63,Williams,2.0,2.0,9.0,Finished,1.0,13.012413793103448,15.258620689655173,0.8413793103448276
2021,12,Belgian Grand Prix,Belgium,Spa-Francorchamps,2021-08-29,44,44,Mercedes,3.0,3.0,7.5,Finished,1.0,13.012413793103448,15.258620689655173,0.8413793103448276
2021,12,Belgian Grand Prix,Belgium,Spa-Francorchamps,2021-08-29,3,3,McLaren,4.0,4.0,6.0,Finished,1.0,13.012413793103448,15.258620689655173,0.8413793103448276
2021,12,Belgian Grand Prix,Belgium,Spa-Francorchamps,2021-08-29,5,5,Aston Martin,5.0,5.0,5.0,Finished,1.0,13.012413793103448,15.258620689655173,0.8413793103448276
2021,12,Belgian Grand Prix,Belgium,Spa-Francorchamps,2021-08-29,10,10,AlphaTauri,6.0,6.0,4.0,Finished,1.0,13.012413793103448,15.258620689655173,0.8413793103448276
2021,12,Belgian Grand Prix,Belgium,Spa-Francorchamps,2021-08-29,31,31,Alpine,8.0,7.0,3.0,Finished,1.0,13.012413793103448,15.258620689655173,0.8413793103448276
2021,12,Belgian Grand Prix,Belgium,Spa-Francorchamps,2021-08-29,16,16,Ferrari,9.0,8.0,2.0,Finished,1.0,13.012413793103448,15.258620689655173,0.8413793103448276
2021,12,Belgian Grand Prix,Belgium,Spa-Francorchamps,2021-08-29,6,6,Williams,10.0,9.0,1.0,Finished,1.0,13.012413793103448,15.258620689655173,0.8413793103448276
2021,12,Belgian Grand Prix,Belgium,Spa-Francorchamps,2021-08-29,55,55,Ferrari,11.0,10.0,0.5,Finished,1.0,13.012413793103448,15.258620689655173,0.8413793103448276
2021,12,Belgian Grand Prix,Belgium,Spa-Francorchamps,2021-08-29,14,14,Alpine,12.0,11.0,0.0,Finished,1.0,13.012413793103448,15.258620689655173,0.8413793103448276
2021,12,Belgian Grand Prix,Belgium,Spa-Francorchamps,2021-08-29,77,77,Mercedes,13.0,12.0,0.0,Finished,1.0,13.012413793103448,15.258620689655173,0.8413793103448276
2021,12,Belgian Grand Prix,Belgium,Spa-Francorchamps,2021-08-29,99,99,Alfa Romeo Racing,14.0,13.0,0.0,Finished,1.0,13.012413793103448,15.258620689655173,0.8413793103448276
2021,12,Belgian Grand Prix,Belgium,Spa-Francorchamps,2021-08-29,4,4,McLaren,15.0,14.0,0.0,Finished,1.0,13.012413793103448,15.258620689655173,0.8413793103448276
2021,12,Belgian Grand Prix,Belgium,Spa-Francorchamps,2021-08-29,22,22,AlphaTauri,16.0,15.0,0.0,Finished,1.0,13.012413793103448,15.258620689655173,0.8413793103448276
2021,12,Belgian Grand Prix,Belgium,Spa-Francorchamps,2021-08-29,47,47,Haas F1 Team,17.0,16.0,0.0,Finished,1.0,13.012413793103448,15.258620689655173,0.8413793103448276
2021,12,Belgian Grand Prix,Belgium,Spa-Francorchamps,2021-08-29,9,9,Haas F1 Team,18.0,17.0,0.0,Finished,1.0,13.012413793103448,15.258620689655173,0.8413793103448276
2021,12,Belgian Grand Prix,Belgium,Spa-Francorchamps,2021-08-29,7,7,Alfa Romeo Racing,0.0,18.0,0.0,Finished,1.0,13.012413793103448,15.258620689655173,0.8413793103448276
2021,12,Belgian Grand Prix,Belgium,Spa-Francorchamps,2021-08-29,11,11,Red Bull Racing,0.0,19.0,0.0,Finished,1.0,13.012413793103448,15.258620689655173,0.8413793103448276
2021,12,Belgian Grand Prix,Belgium,Spa-Francorchamps,2021-08-29,18,18,Aston Martin,19.0,20.0,0.0,Finished,1.0,13.012413793103448,15.258620689655173,0.8413793103448276
2021,13,Dutch Grand Prix,Netherlands,Zandvoort,2021-09-05,33,33,Red Bull Racing,1.0,1.0,25.0,Finished,72.0,21.504430379746836,36.10569620253165,0.0
2021,13,Dutch Grand Prix,Netherlands,Zandvoort,2021-09-05,44,44,Mercedes,2.0,2.0,19.0,Finished,72.0,21.504430379746836,36.10569620253165,0.0
2021,13,Dutch Grand Prix,Netherlands,Zandvoort,2021-09-05,77,77,Mercedes,3.0,3.0,15.0,Finished,72.0,21.504430379746836,36.10569620253165,0.0
2021,13,Dutch Grand Prix,Netherlands,Zandvoort,2021-09-05,10,10,AlphaTauri,4.0,4.0,12.0,+1 Lap,71.0,21.504430379746836,36.10569620253165,0.0
2021,13,Dutch Grand Prix,Netherlands,Zandvoort,2021-09-05,16,16,Ferrari,5.0,5.0,10.0,+1 Lap,71.0,21.504430379746836,36.10569620253165,0.0
2021,13,Dutch Grand Prix,Netherlands,Zandvoort,2021-09-05,14,14,Alpine,9.0,6.0,8.0,+1 Lap,71.0,21.504430379746836,36.10569620253165,0.0
2021,13,Dutch Grand Prix,Netherlands,Zandvoort,2021-09-05,55,55,Ferrari,6.0,7.0,6.0,+1 Lap,71.0,21.504430379746836,36.10569620253165,0.0
2021,13,Dutch Grand Prix,Netherlands,Zandvoort,2021-09-05,11,11,Red Bull Racing,0.0,8.0,4.0,+1 Lap,71.0,21.504430379746836,36.10569620253165,0.0
2021,13,Dutch Grand Prix,Netherlands,Zandvoort,2021-09-05,31,31,Alpine,8.0,9.0,2.0,+1 Lap,71.0,21.504430379746836,36.10569620253165,0.0
2021,13,Dutch Grand Prix,Netherlands,Zandvoort,2021-09-05,4,4,McLaren,13.0,10.0,1.0,+1 Lap,71.0,21.504430379746836,36.10569620253165,0.0
2021,13,Dutch Grand Prix,Netherlands,Zandvoort,2021-09-05,3,3,McLaren,10.0,11.0,0.0,+1 Lap,71.0,21.504430379746836,36.10569620253165,0.0
2021,13,Dutch Grand Prix,Netherlands,Zandvoort,2021-09-05,18,18,Aston Martin,12.0,12.0,0.0,+2 Laps,70.0,21.504430379746836,36.10569620253165,0.0
2021,13,Dutch Grand Prix,Netherlands,Zandvoort,2021-09-05,5,5,Aston Martin,15.0,13.0,0.0,+2 Laps,70.0,21.504430379746836,36.10569620253165,0.0
2021,13,Dutch Grand Prix,Netherlands,Zandvoort,2021-09-05,99,99,Alfa Romeo Racing,7.0,14.0,0.0,+2 Laps,70.0,21.504430379746836,36.10569620253165,0.0
2021,13,Dutch Grand Prix,Netherlands,Zandvoort,2021-09-05,88,88,Alfa Romeo Racing,16.0,15.0,0.0,+2 Laps,70.0,21.504430379746836,36.10569620253165,0.0
2021,13,Dutch Grand Prix,Netherlands,Zandvoort,2021-09-05,6,6,Williams,0.0,16.0,0.0,+2 Laps,70.0,21.504430379746836,36.10569620253165,0.0
2021,13,Dutch Grand Prix,Netherlands,Zandvoort,2021-09-05,63,63,Williams,11.0,17.0,0.0,Gearbox,69.0,21.504430379746836,36.10569620253165,0.0
2021,13,Dutch Grand Prix,Netherlands,Zandvoort,2021-09-05,47,47,Haas F1 Team,17.0,18.0,0.0,+3 Laps,69.0,21.504430379746836,36.10569620253165,0.0
2021,13,Dutch Grand Prix,Netherlands,Zandvoort,2021-09-05,22,22,AlphaTauri,14.0,19.0,0.0,Power Unit,48.0,21.504430379746836,36.10569620253165,0.0
2021,13,Dutch Grand Prix,Netherlands,Zandvoort,2021-09-05,9,9,Haas F1 Team,18.0,20.0,0.0,Hydraulics,41.0,21.504430379746836,36.10569620253165,0.0
2021,14,Italian Grand Prix,Italy,Monza,2021-09-12,3,3,McLaren,2.0,1.0,26.0,Finished,53.0,28.885234899328864,43.52751677852349,0.0
2021,14,Italian Grand Prix,Italy,Monza,2021-09-12,4,4,McLaren,3.0,2.0,18.0,Finished,53.0,28.885234899328864,43.52751677852349,0.0
2021,14,Italian Grand Prix,Italy,Monza,2021-09-12,77,77,Mercedes,19.0,3.0,15.0,Finished,53.0,28.885234899328864,43.52751677852349,0.0
2021,14,Italian Grand Prix,Italy,Monza,2021-09-12,16,16,Ferrari,5.0,4.0,12.0,Finished,53.0,28.885234899328864,43.52751677852349,0.0
2021,14,Italian Grand Prix,Italy,Monza,2021-09-12,11,11,Red Bull Racing,8.0,5.0,10.0,Finished,53.0,28.885234899328864,43.52751677852349,0.0
2021,14,Italian Grand Prix,Italy,Monza,2021-09-12,55,55,Ferrari,6.0,6.0,8.0,Finished,53.0,28.885234899328864,43.52751677852349,0.0
2021,14,Italian Grand Prix,Italy,Monza,2021-09-12,18,18,Aston Martin,9.0,7.0,6.0,Finished,53.0,28.885234899328864,43.52751677852349,0.0
2021,14,Italian Grand Prix,Italy,Monza,2021-09-12,14,14,Alpine,10.0,8.0,4.0,Finished,53.0,28.885234899328864,43.52751677852349,0.0
2021,14,Italian Grand Prix,Italy,Monza,2021-09-12,63,63,Williams,14.0,9.0,2.0,Finished,53.0,28.885234899328864,43.52751677852349,0.0
2021,14,Italian Grand Prix,Italy,Monza,2021-09-12,31,31,Alpine,12.0,10.0,1.0,Finished,53.0,28.885234899328864,43.52751677852349,0.0
2021,14,Italian Grand Prix,Italy,Monza,2021-09-12,6,6,Williams,13.0,11.0,0.0,Finished,53.0,28.885234899328864,43.52751677852349,0.0
2021,14,Italian Grand Prix,Italy,Monza,2021-09-12,5,5,Aston Martin,11.0,12.0,0.0,Finished,53.0,28.885234899328864,43.52751677852349,0.0
2021,14,Italian Grand Prix,Italy,Monza,2021-09-12,99,99,Alfa Romeo Racing,7.0,13.0,0.0,Finished,53.0,28.885234899328864,43.52751677852349,0.0
2021,14,Italian Grand Prix,Italy,Monza,2021-09-12,88,88,Alfa Romeo Racing,17.0,14.0,0.0,Finished,53.0,28.885234899328864,43.52751677852349,0.0
2021,14,Italian Grand Prix,Italy,Monza,2021-09-12,47,47,Haas F1 Team,18.0,15.0,0.0,Finished,53.0,28.885234899328864,43.52751677852349,0.0
2021,14,Italian Grand Prix,Italy,Monza,2021-09-12,9,9,Haas F1 Team,16.0,16.0,0.0,Power Unit,41.0,28.885234899328864,43.52751677852349,0.0
2021,14,Italian Grand Prix,Italy,Monza,2021-09-12,44,44,Mercedes,4.0,17.0,0.0,Collision,25.0,28.885234899328864,43.52751677852349,0.0
2021,14,Italian Grand Prix,Italy,Monza,2021-09-12,33,33,Red Bull Racing,1.0,18.0,0.0,Collision,25.0,28.885234899328864,43.52751677852349,0.0
2021,14,Italian Grand Prix,Italy,Monza,2021-09-12,10,10,AlphaTauri,0.0,19.0,0.0,Suspension,3.0,28.885234899328864,43.52751677852349,0.0
2021,14,Italian Grand Prix,Italy,Monza,2021-09-12,22,22,AlphaTauri,0.0,20.0,0.0,Brakes,0.0,28.885234899328864,43.52751677852349,0.0
2021,15,Russian Grand Prix,Russia,Sochi,2021-09-26,44,44,Mercedes,4.0,1.0,25.0,Finished,53.0,19.13860759493671,21.75696202531645,0.10126582278481013
2021,15,Russian Grand Prix,Russia,Sochi,2021-09-26,33,33,Red Bull Racing,20.0,2.0,18.0,Finished,53.0,19.13860759493671,21.75696202531645,0.10126582278481013
2021,15,Russian Grand Prix,Russia,Sochi,2021-09-26,55,55,Ferrari,2.0,3.0,15.0,Finished,53.0,19.13860759493671,21.75696202531645,0.10126582278481013
2021,15,Russian Grand Prix,Russia,Sochi,2021-09-26,3,3,McLaren,5.0,4.0,12.0,Finished,53.0,19.13860759493671,21.75696202531645,0.10126582278481013
2021,15,Russian Grand Prix,Russia,Sochi,2021-09-26,77,77,Mercedes,16.0,5.0,10.0,Finished,53.0,19.13860759493671,21.75696202531645,0.10126582278481013
2021,15,Russian Grand Prix,Russia,Sochi,2021-09-26,14,14,Alpine,6.0,6.0,8.0,Finished,53.0,19.13860759493671,21.75696202531645,0.10126582278481013
2021,15,Russian Grand Prix,Russia,Sochi,2021-09-26,4,4,McLaren,1.0,7.0,7.0,Finished,53.0,19.13860759493671,21.75696202531645,0.10126582278481013
2021,15,Russian Grand Prix,Russia,Sochi,2021-09-26,7,7,Alfa Romeo Racing,13.0,8.0,4.0,Finished,53.0,19.13860759493671,21.75696202531645,0.10126582278481013
2021,15,Russian Grand Prix,Russia,Sochi,2021-09-26,11,11,Red Bull Racing,8.0,9.0,2.0,Finished,53.0,19.13860759493671,21.75696202531645,0.10126582278481013
2021,15,Russian Grand Prix,Russia,Sochi,2021-09-26,63,63,Williams,3.0,10.0,1.0,Finished,53.0,19.13860759493671,21.75696202531645,0.10126582278481013
2021,15,Russian Grand Prix,Russia,Sochi,2021-09-26,18,18,Aston Martin,7.0,11.0,0.0,Finished,53.0,19.13860759493671,21.75696202531645,0.10126582278481013
2021,15,Russian Grand Prix,Russia,Sochi,2021-09-26,5,5,Aston Martin,10.0,12.0,0.0,+1 Lap,52.0,19.13860759493671,21.75696202531645,0.10126582278481013
2021,15,Russian Grand Prix,Russia,Sochi,2021-09-26,10,10,AlphaTauri,11.0,13.0,0.0,+1 Lap,52.0,19.13860759493671,21.75696202531645,0.10126582278481013
2021,15,Russian Grand Prix,Russia,Sochi,2021-09-26,31,31,Alpine,9.0,14.0,0.0,+1 Lap,52.0,19.13860759493671,21.75696202531645,0.10126582278481013
2021,15,Russian Grand Prix,Russia,Sochi,2021-09-26,16,16,Ferrari,19.0,15.0,0.0,+1 Lap,52.0,19.13860759493671,21.75696202531645,0.10126582278481013
2021,15,Russian Grand Prix,Russia,Sochi,2021-09-26,99,99,Alfa Romeo Racing,17.0,16.0,0.0,+1 Lap,52.0,19.13860759493671,21.75696202531645,0.10126582278481013
2021,15,Russian Grand Prix,Russia,Sochi,2021-09-26,22,22,AlphaTauri,12.0,17.0,0.0,+1 Lap,52.0,19.13860759493671,21.75696202531645,0.10126582278481013
2021,15,Russian Grand Prix,Russia,Sochi,2021-09-26,9,9,Haas F1 Team,15.0,18.0,0.0,+2 Laps,51.0,19.13860759493671,21.75696202531645,0.10126582278481013
2021,15,Russian Grand Prix,Russia,Sochi,2021-09-26,6,6,Williams,18.0,19.0,0.0,Accident,47.0,19.13860759493671,21.75696202531645,0.10126582278481013
2021,15,Russian Grand Prix,Russia,Sochi,2021-09-26,47,47,Haas F1 Team,14.0,20.0,0.0,Oil leak,32.0,19.13860759493671,21.75696202531645,0.10126582278481013
2021,16,Turkish Grand Prix,Turkey,Istanbul,2021-10-10,77,77,Mercedes,1.0,1.0,26.0,Finished,58.0,15.82547770700637,18.18089171974522,0.0
2021,16,Turkish Grand Prix,Turkey,Istanbul,2021-10-10,33,33,Red Bull Racing,2.0,2.0,18.0,Finished,58.0,15.82547770700637,18.18089171974522,0.0
2021,16,Turkish Grand Prix,Turkey,Istanbul,2021-10-10,11,11,Red Bull Racing,6.0,3.0,15.0,Finished,58.0,15.82547770700637,18.18089171974522,0.0
2021,16,Turkish Grand Prix,Turkey,Istanbul,2021-10-10,16,16,Ferrari,3.0,4.0,12.0,Finished,58.0,15.82547770700637,18.18089171974522,0.0
2021,16,Turkish Grand Prix,Turkey,Istanbul,2021-10-10,44,44,Mercedes,11.0,5.0,10.0,Finished,58.0,15.82547770700637,18.18089171974522,0.0
2021,16,Turkish Grand Prix,Turkey,Istanbul,2021-10-10,10,10,AlphaTauri,4.0,6.0,8.0,Finished,58.0,15.82547770700637,18.18089171974522,0.0
2021,16,Turkish Grand Prix,Turkey,Istanbul,2021-10-10,4,4,McLaren,7.0,7.0,6.0,Finished,58.0,15.82547770700637,18.18089171974522,0.0
2021,16,Turkish Grand Prix,Turkey,Istanbul,2021-10-10,55,55,Ferrari,19.0,8.0,4.0,Finished,58.0,15.82547770700637,18.18089171974522,0.0
2021,16,Turkish Grand Prix,Turkey,Istanbul,2021-10-10,18,18,Aston Martin,8.0,9.0,2.0,Finished,58.0,15.82547770700637,18.18089171974522,0.0
2021,16,Turkish Grand Prix,Turkey,Istanbul,2021-10-10,31,31,Alpine,12.0,10.0,1.0,+1 Lap,57.0,15.82547770700637,18.18089171974522,0.0
2021,16,Turkish Grand Prix,Turkey,Istanbul,2021-10-10,99,99,Alfa Romeo Racing,16.0,11.0,0.0,+1 Lap,57.0,15.82547770700637,18.18089171974522,0.0
2021,16,Turkish Grand Prix,Turkey,Istanbul,2021-10-10,7,7,Alfa Romeo Racing,17.0,12.0,0.0,+1 Lap,57.0,15.82547770700637,18.18089171974522,0.0
2021,16,Turkish Grand Prix,Turkey,Istanbul,2021-10-10,3,3,McLaren,20.0,13.0,0.0,+1 Lap,57.0,15.82547770700637,18.18089171974522,0.0
2021,16,Turkish Grand Prix,Turkey,Istanbul,2021-10-10,22,22,AlphaTauri,9.0,14.0,0.0,+1 Lap,57.0,15.82547770700637,18.18089171974522,0.0
2021,16,Turkish Grand Prix,Turkey,Istanbul,2021-10-10,63,63,Williams,13.0,15.0,0.0,+1 Lap,57.0,15.82547770700637,18.18089171974522,0.0
2021,16,Turkish Grand Prix,Turkey,Istanbul,2021-10-10,14,14,Alpine,5.0,16.0,0.0,+1 Lap,57.0,15.82547770700637,18.18089171974522,0.0
2021,16,Turkish Grand Prix,Turkey,Istanbul,2021-10-10,6,6,Williams,15.0,17.0,0.0,+1 Lap,57.0,15.82547770700637,18.18089171974522,0.0
2021,16,Turkish Grand Prix,Turkey,Istanbul,2021-10-10,5,5,Aston Martin,10.0,18.0,0.0,+1 Lap,57.0,15.82547770700637,18.18089171974522,0.0
2021,16,Turkish Grand Prix,Turkey,Istanbul,2021-10-10,47,47,Haas F1 Team,14.0,19.0,0.0,+2 Laps,56.0,15.82547770700637,18.18089171974522,0.0
2021,16,Turkish Grand Prix,Turkey,Istanbul,2021-10-10,9,9,Haas F1 Team,18.0,20.0,0.0,+2 Laps,56.0,15.82547770700637,18.18089171974522,0.0
2021,17,United States Grand Prix,United States,Austin,2021-10-24,33,33,Red Bull Racing,1.0,1.0,25.0,Finished,56.0,28.148447204968942,37.47080745341616,0.0
2021,17,United States Grand Prix,United States,Austin,2021-10-24,44,44,Mercedes,2.0,2.0,19.0,Finished,56.0,28.148447204968942,37.47080745341616,0.0
2021,17,United States Grand Prix,United States,Austin,2021-10-24,11,11,Red Bull Racing,3.0,3.0,15.0,Finished,56.0,28.148447204968942,37.47080745341616,0.0
2021,17,United States Grand Prix,United States,Austin,2021-10-24,16,16,Ferrari,4.0,4.0,12.0,Finished,56.0,28.148447204968942,37.47080745341616,0.0
2021,17,United States Grand Prix,United States,Austin,2021-10-24,3,3,McLaren,6.0,5.0,10.0,Finished,56.0,28.148447204968942,37.47080745341616,0.0
2021,17,United States Grand Prix,United States,Austin,2021-10-24,77,77,Mercedes,9.0,6.0,8.0,Finished,56.0,28.148447204968942,37.47080745341616,0.0
2021,17,United States Grand Prix,United States,Austin,2021-10-24,55,55,Ferrari,5.0,7.0,6.0,Finished,56.0,28.148447204968942,37.47080745341616,0.0
2021,17,United States Grand Prix,United States,Austin,2021-10-24,4,4,McLaren,7.0,8.0,4.0,Finished,56.0,28.148447204968942,37.47080745341616,0.0
2021,17,United States Grand Prix,United States,Austin,2021-10-24,22,22,AlphaTauri,10.0,9.0,2.0,+1 Lap,55.0,28.148447204968942,37.47080745341616,0.0
2021,17,United States Grand Prix,United States,Austin,2021-10-24,5,5,Aston Martin,18.0,10.0,1.0,+1 Lap,55.0,28.148447204968942,37.47080745341616,0.0
2021,17,United States Grand Prix,United States,Austin,2021-10-24,99,99,Alfa Romeo Racing,12.0,11.0,0.0,+1 Lap,55.0,28.148447204968942,37.47080745341616,0.0
2021,17,United States Grand Prix,United States,Austin,2021-10-24,18,18,Aston Martin,13.0,12.0,0.0,+1 Lap,55.0,28.148447204968942,37.47080745341616,0.0
2021,17,United States Grand Prix,United States,Austin,2021-10-24,7,7,Alfa Romeo Racing,15.0,13.0,0.0,+1 Lap,55.0,28.148447204968942,37.47080745341616,0.0
2021,17,United States Grand Prix,United States,Austin,2021-10-24,63,63,Williams,20.0,14.0,0.0,+1 Lap,55.0,28.148447204968942,37.47080745341616,0.0
2021,17,United States Grand Prix,United States,Austin,2021-10-24,6,6,Williams,14.0,15.0,0.0,+1 Lap,55.0,28.148447204968942,37.47080745341616,0.0
2021,17,United States Grand Prix,United States,Austin,2021-10-24,47,47,Haas F1 Team,16.0,16.0,0.0,+2 Laps,54.0,28.148447204968942,37.47080745341616,0.0
2021,17,United States Grand Prix,United States,Austin,2021-10-24,9,9,Haas F1 Team,17.0,17.0,0.0,+2 Laps,54.0,28.148447204968942,37.47080745341616,0.0
2021,17,United States Grand Prix,United States,Austin,2021-10-24,14,14,Alpine,19.0,18.0,0.0,Rear wing,49.0,28.148447204968942,37.47080745341616,0.0
2021,17,United States Grand Prix,United States,Austin,2021-10-24,31,31,Alpine,11.0,19.0,0.0,Mechanical,40.0,28.148447204968942,37.47080745341616,0.0
2021,17,United States Grand Prix,United States,Austin,2021-10-24,10,10,AlphaTauri,8.0,20.0,0.0,Suspension,14.0,28.148447204968942,37.47080745341616,0.0
2021,18,Mexico City Grand Prix,Mexico,Mexico City,2021-11-07,33,33,Red Bull Racing,3.0,1.0,25.0,Finished,71.0,21.206707317073167,47.579268292682926,0.0
2021,18,Mexico City Grand Prix,Mexico,Mexico City,2021-11-07,44,44,Mercedes,2.0,2.0,18.0,Finished,71.0,21.206707317073167,47.579268292682926,0.0
2021,18,Mexico City Grand Prix,Mexico,Mexico City,2021-11-07,11,11,Red Bull Racing,4.0,3.0,15.0,Finished,71.0,21.206707317073167,47.579268292682926,0.0
2021,18,Mexico City Grand Prix,Mexico,Mexico City,2021-11-07,10,10,AlphaTauri,5.0,4.0,12.0,Finished,71.0,21.206707317073167,47.579268292682926,0.0
2021,18,Mexico City Grand Prix,Mexico,Mexico City,2021-11-07,16,16,Ferrari,8.0,5.0,10.0,Finished,71.0,21.206707317073167,47.579268292682926,0.0
2021,18,Mexico City Grand Prix,Mexico,Mexico City,2021-11-07,55,55,Ferrari,6.0,6.0,8.0,+1 Lap,70.0,21.206707317073167,47.579268292682926,0.0
2021,18,Mexico City Grand Prix,Mexico,Mexico City,2021-11-07,5,5,Aston Martin,9.0,7.0,6.0,+1 Lap,70.0,21.206707317073167,47.579268292682926,0.0
2021,18,Mexico City Grand Prix,Mexico,Mexico City,2021-11-07,7,7,Alfa Romeo Racing,10.0,8.0,4.0,+1 Lap,70.0,21.206707317073167,47.579268292682926,0.0
2021,18,Mexico City Grand Prix,Mexico,Mexico City,2021-11-07,14,14,Alpine,12.0,9.0,2.0,+1 Lap,70.0,21.206707317073167,47.579268292682926,0.0
2021,18,Mexico City Grand Prix,Mexico,Mexico City,2021-11-07,4,4,McLaren,18.0,10.0,1.0,+1 Lap,70.0,21.206707317073167,47.579268292682926,0.0
2021,18,Mexico City Grand Prix,Mexico,Mexico City,2021-11-07,99,99,Alfa Romeo Racing,11.0,11.0,0.0,+1 Lap,70.0,21.206707317073167,47.579268292682926,0.0
2021,18,Mexico City Grand Prix,Mexico,Mexico City,2021-11-07,3,3,McLaren,7.0,12.0,0.0,+1 Lap,70.0,21.206707317073167,47.579268292682926,0.0
2021,18,Mexico City Grand Prix,Mexico,Mexico City,2021-11-07,31,31,Alpine,19.0,13.0,0.0,+1 Lap,70.0,21.206707317073167,47.579268292682926,0.0
2021,18,Mexico City Grand Prix,Mexico,Mexico City,2021-11-07,18,18,Aston Martin,20.0,14.0,0.0,+2 Laps,69.0,21.206707317073167,47.579268292682926,0.0
2021,18,Mexico City Grand Prix,Mexico,Mexico City,2021-11-07,77,77,Mercedes,1.0,15.0,0.0,+2 Laps,69.0,21.206707317073167,47.579268292682926,0.0
2021,18,Mexico City Grand Prix,Mexico,Mexico City,2021-11-07,63,63,Williams,16.0,16.0,0.0,+2 Laps,69.0,21.206707317073167,47.579268292682926,0.0
2021,18,Mexico City Grand Prix,Mexico,Mexico City,2021-11-07,6,6,Williams,13.0,17.0,0.0,+2 Laps,69.0,21.206707317073167,47.579268292682926,0.0
2021,18,Mexico City Grand Prix,Mexico,Mexico City,2021-11-07,9,9,Haas F1 Team,15.0,18.0,0.0,+3 Laps,68.0,21.206707317073167,47.579268292682926,0.0
2021,18,Mexico City Grand Prix,Mexico,Mexico City,2021-11-07,47,47,Haas F1 Team,14.0,19.0,0.0,Collision,0.0,21.206707317073167,47.579268292682926,0.0
2021,18,Mexico City Grand Prix,Mexico,Mexico City,2021-11-07,22,22,AlphaTauri,17.0,20.0,0.0,Collision,0.0,21.206707317073167,47.579268292682926,0.0
2021,19,São Paulo Grand Prix,Brazil,São Paulo,2021-11-14,44,44,Mercedes,10.0,1.0,25.0,Finished,71.0,23.1373417721519,51.56139240506329,0.0
2021,19,São Paulo Grand Prix,Brazil,São Paulo,2021-11-14,33,33,Red Bull Racing,2.0,2.0,18.0,Finished,71.0,23.1373417721519,51.56139240506329,0.0
2021,19,São Paulo Grand Prix,Brazil,São Paulo,2021-11-14,77,77,Mercedes,1.0,3.0,15.0,Finished,71.0,23.1373417721519,51.56139240506329,0.0
2021,19,São Paulo Grand Prix,Brazil,São Paulo,2021-11-14,11,11,Red Bull Racing,4.0,4.0,13.0,Finished,71.0,23.1373417721519,51.56139240506329,0.0
2021,19,São Paulo Grand Prix,Brazil,São Paulo,2021-11-14,16,16,Ferrari,6.0,5.0,10.0,Finished,71.0,23.1373417721519,51.56139240506329,0.0
2021,19,São Paulo Grand Prix,Brazil,São Paulo,2021-11-14,55,55,Ferrari,3.0,6.0,8.0,Finished,71.0,23.1373417721519,51.56139240506329,0.0
2021,19,São Paulo Grand Prix,Brazil,São Paulo,2021-11-14,10,10,AlphaTauri,7.0,7.0,6.0,+1 Lap,70.0,23.1373417721519,51.56139240506329,0.0
2021,19,São Paulo Grand Prix,Brazil,São Paulo,2021-11-14,31,31,Alpine,8.0,8.0,4.0,+1 Lap,70.0,23.1373417721519,51.56139240506329,0.0
2021,19,São Paulo Grand Prix,Brazil,São Paulo,2021-11-14,14,14,Alpine,12.0,9.0,2.0,+1 Lap,70.0,23.1373417721519,51.56139240506329,0.0
2021,19,São Paulo Grand Prix,Brazil,São Paulo,2021-11-14,4,4,McLaren,5.0,10.0,1.0,+1 Lap,70.0,23.1373417721519,51.56139240506329,0.0
2021,19,São Paulo Grand Prix,Brazil,São Paulo,2021-11-14,5,5,Aston Martin,9.0,11.0,0.0,+1 Lap,70.0,23.1373417721519,51.56139240506329,0.0
2021,19,São Paulo Grand Prix,Brazil,São Paulo,2021-11-14,7,7,Alfa Romeo Racing,0.0,12.0,0.0,+1 Lap,70.0,23.1373417721519,51.56139240506329,0.0
2021,19,São Paulo Grand Prix,Brazil,São Paulo,2021-11-14,63,63,Williams,17.0,13.0,0.0,+1 Lap,70.0,23.1373417721519,51.56139240506329,0.0
2021,19,São Paulo Grand Prix,Brazil,São Paulo,2021-11-14,99,99,Alfa Romeo Racing,13.0,14.0,0.0,+1 Lap,70.0,23.1373417721519,51.56139240506329,0.0
2021,19,São Paulo Grand Prix,Brazil,São Paulo,2021-11-14,22,22,AlphaTauri,15.0,15.0,0.0,+1 Lap,70.0,23.1373417721519,51.56139240506329,0.0
2021,19,São Paulo Grand Prix,Brazil,São Paulo,2021-11-14,6,6,Williams,16.0,16.0,0.0,+1 Lap,70.0,23.1373417721519,51.56139240506329,0.0
2021,19,São Paulo Grand Prix,Brazil,São Paulo,2021-11-14,9,9,Haas F1 Team,19.0,17.0,0.0,+2 Laps,69.0,23.1373417721519,51.56139240506329,0.0
